OBJECTID,OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE,x,y
176,206374028,CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,80000315,Parent Facility,11895 AVENUE OF INDUSTRY,SAN DIEGO,92128,37,San Diego,Not Applicable,120,Open,9/20/1988 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.990463,-117.075494,6308552.69805947,1941157.1117644
177,206374029,VILLA RANCHO BERNARDO CARE CENTER,80000316,Parent Facility,15720 BERNARDO CENTER DR,SAN DIEGO,92127,37,San Diego,Not Applicable,299,Open,10/12/1988 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.00511,-117.09345,6303090.15813155,1946530.28933823
178,206374038,CASA DE LAS CAMPANAS,80000313,Parent Facility,18685 WEST BERNARDO DRIVE,SAN DIEGO,92127,37,San Diego,Not Applicable,99,Open,2/24/1989 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.05170168,-117.07623546,6308501.91633689,1963439.84246132
179,206374041,GROSSMONT GARDENS,80000337,Parent Facility,5480 MARENGO AVE,LA MESA,91942,37,San Diego,Not Applicable,39,Open,8/16/1989 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.77939,-117.02307,6324057.52695788,1864237.74099715
180,206374043,LA FUENTE POST ACUTE,80000339,Parent Facility,247 E BOBIER DR,VISTA,92084,37,San Diego,Not Applicable,187,Open,4/24/1989 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.22117,-117.24249,6258147.89598213,2025542.82717898
181,206374058,VISTA KNOLL SPECIALIZED CARE FACILITY,80000353,Parent Facility,2000 WESTWOOD RD,VISTA,92083,37,San Diego,Not Applicable,119,Open,2/5/1990 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.19173,-117.28484,6245090.56087638,2014957.36770689
182,206374060,VILLAGE SQUARE HEALTHCARE CENTER,80000354,Parent Facility,1586 W SAN MARCOS BLVD,SAN MARCOS,92078,37,San Diego,Not Applicable,118,Open,2/23/1990 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.131537,-117.202106,6270199.93847905,1992815.69151789
183,206374064,DOROTHY AND JOSEPH GOLDBERG HEALTHCARE CENTER,80000367,Parent Facility,211 SAXONY RD,ENCINITAS,92024,37,San Diego,Not Applicable,58,Open,6/1/1990 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.051284,-117.285435,6244401.07833147,1963860.13853672
184,206374066,COUNTRY HILLS POST ACUTE,80000361,Parent Facility,1580 BROADWAY,EL CAJON,92021,37,San Diego,Not Applicable,305,Open,6/16/1990 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.80778,-116.92406,6354555.8140583,1874355.93795231
185,206374091,THE SPRINGS AT PACIFIC REGENT,80000401,Parent Facility,3884 NOBEL DR,SAN DIEGO,92122,37,San Diego,Not Applicable,59,Open,1/23/1992 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.868638,-117.222693,6263005.42399672,1897222.54707465
186,206374248,CARLSBAD BY THE SEA,80000116,Parent Facility,2855 CARLSBAD BLVD,CARLSBAD,92008,37,San Diego,Not Applicable,33,Open,9/11/1998 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.15958,-117.35223,6224351.60169822,2003471.3926474
187,206374271,TORREY PINES SENIOR LIVING,80000634,Parent Facility,13101 HARTFIELD AVE,SAN DIEGO,92130,37,San Diego,Not Applicable,45,Open,8/5/1999 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.95853,-117.23115,6260716.55259022,1929952.36678548
188,206374272,BAYSHIRE CARLSBAD,80000627,Parent Facility,3140 El Camino Real,Carlsbad,92008,37,San Diego,Not Applicable,45,Open,3/8/1999 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.17401,-117.32429,6232955.95095931,2008632.27635448
189,206374284,LAKEVIEW HOME,80000656,Parent Facility,9472 LOREN DR,LA MESA,91942,37,San Diego,Not Applicable,4,Open,1/10/2001 12:00:00 AM,Long Term Care Facility,Hospice Facility,32.780431,-116.993064,6333282.78672256,1864549.44181731
190,206374298,VETERANS HOME OF CALIFORNIA - CHULA VISTA,170000836,Parent Facility,700 E NAPLES CT,CHULA VISTA,91911,37,San Diego,Not Applicable,180,Open,2/28/2002 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.6217,-117.02745,6322283.49736947,1806874.30290273
191,206374300,VI AT LA JOLLA VILLAGE,80000751,Parent Facility,4171 LAS PALMAS SQ,SAN DIEGO,92122,37,San Diego,Not Applicable,60,Open,2/15/2002 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,32.868707,-117.215964,6265071.73318431,1897228.44306023
192,206374307,MONTECATINI,80000755,Parent Facility,2524 LA COSTA AVE,CARLSBAD,92009,37,San Diego,Not Applicable,6,Open,8/22/2002 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.0867,-117.2532,6254401.92545572,1976649.10081965
193,206374321,VILLA CORONADO (DP/SNF),90000036,Distinct Part Facility,233 PROSPECT PL,CORONADO,92118,37,San Diego,None,122,Open,3/1/1991 12:00:00 AM,Hospital,General Acute Care Hospital,32.69444,-117.16774,6279320.39530373,1833690.70366615
194,206374336,GLENBROOK,80000786,Parent Facility,1950 CALLE BARCELONA,CARLSBAD,92009,37,San Diego,Not Applicable,94,Open,3/18/2004 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.07181,-117.26742,6249993.77941638,1971273.82712139
195,206374373,MONTECATINI II,550000199,Parent Facility,2556 LA COSTA AVE,CARLSBAD,92009,37,San Diego,Not Applicable,6,Open,6/16/2006 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.086746,-117.253079,6254439.14618181,1976665.48038006
196,206374375,CENTER FOR DISCOVERY LA JOLLA,550000153,Parent Facility,3013 WOODFORD DR,LA JOLLA,92037,37,San Diego,Not Applicable,6,Open,4/21/2006 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,32.848315,-117.238993,6257930.52961896,1889875.50894722
197,206374431,PARKVIEW HOME,550001054,Parent Facility,5788 Lyden Way,San Diego,92120,37,San Diego,Not Applicable,4,Open,5/12/2009 12:00:00 AM,Long Term Care Facility,Hospice Facility,32.7846612,-117.0738651,6308460.48564547,1866275.14801157
198,206374458,MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY,550003847,Parent Facility,100 Holland Gln,Escondido,92026,37,San Diego,Not Applicable,19,Open,4/18/2017 12:00:00 AM,Long Term Care Facility,Skilled Nursing Facility,33.15657,-117.09312,6303636.94279914,2001636.49146156
199,206374473,NEURORESTORATIVE CALIFORNIA - LA MESA,550002088,Parent Facility,5640 Aztec Dr,LA Mesa,91942,37,San Diego,Not Applicable,15,Open,10/3/2012 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,32.7819542,-117.0276399,6322659.89491063,1865181.13510773
200,206374497,EDGEMOOR HOSPITAL DP/SNF,90000092,Distinct Part Facility,655 PARK CENTER DRIVE,SANTEE,92071,37,San Diego,Not Applicable,192,Open,3/30/2010 12:00:00 AM,Hospital,Acute Psychiatric Hospital,32.8525382,-116.97508,6338992.68901664,1890745.83496247
201,206374515,"CENTER FOR DISCOVERY, DEL MAR",550002860,Parent Facility,4421 Carmel Valley Rd,San Diego,92130,37,San Diego,Not Applicable,6,Open,10/15/2014 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,32.94774,-117.19726,6271075.86750147,1925930.48276889
202,206374516,PACIFICA HOUSE,550002537,Parent Facility,4411 Park Dr,Carlsbad,92008,37,San Diego,Not Applicable,6,Open,1/1/2014 12:00:00 AM,Long Term Care Facility,Hospice Facility,33.14874,-117.32568,6232435.79419123,1999442.57557382
203,206374542,BONITAVIEW HOME,550003289,Parent Facility,3850 Valley Vista Rd,Bonita,91902,37,San Diego,Not Applicable,6,Open,11/19/2015 12:00:00 AM,Long Term Care Facility,Hospice Facility,32.66044,-117.04511,6316953.34956522,1821010.36452556
204,206374564,MONTECATINI 3,550003775,Parent Facility,7324 El Fuerte St,Carlsbad,92009,37,San Diego,Not Applicable,6,Open,12/13/2016 12:00:00 AM,Long Term Care Facility,Congregate Living Health Facility,33.09625,-117.24973,6255498.02956273,1980113.50858898
205,306130502,EL CENTRO HEALTH CLINIC,90000485,Parent Facility,852 E Danenberg Dr,El Centro,92243,13,Imperial,Not Applicable,,Open,9/25/2019 12:00:00 AM,Clinic,Community Clinic,32.76698,-115.52747,6783780.47201148,1859611.12787506
206,306130675,"CLINICAS DE SALUD DEL PUEBLO, INC",90000030,Parent Facility,900 Main St,Brawley,92227,13,Imperial,Not Applicable,,Open,4/22/1971 12:00:00 AM,Clinic,Community Clinic,32.97861,-115.52854,6782918.74932547,1936607.9062959
207,306131254,CLINICAS DE SALUD DEL PUEBLO INC,90000137,Parent Facility,223 W Cole Blvd,Calexico,92231,13,Imperial,Not Applicable,,Open,5/17/1978 12:00:00 AM,Clinic,Community Clinic,32.69404,-115.50284,6791541.93516305,1833126.19528073
208,306134002,EL CENTRO DESERT VALLEY DIALYSIS CENTER,80000702,Parent Facility,110 S 5th St,El Centro,92243,13,Imperial,Not Applicable,,Open,10/31/1989 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.79265,-115.55475,6775332.27827796,1868893.84060881
209,306134005,NILAND HEALTH CLINIC,90000456,Parent Facility,8027 HWY 111,NILAND,92257,13,Imperial,Not Applicable,,Open,10/7/1993 12:00:00 AM,Clinic,Community Clinic,33.25725,-115.54574,6776959.35179546,2037953.28759423
210,306134020,BRAWLEY DENTAL CLINIC,90000670,Parent Facility,1166 K ST,BRAWLEY,92227,13,Imperial,Not Applicable,,Open,2/1/2003 12:00:00 AM,Clinic,Community Clinic,32.9727461,-115.5228187,6784688.13915938,1934486.57884565
211,306134023,FRESENIUS MEDICAL CARE OF BRAWLEY,550000158,Parent Facility,751 W Legion Rd,Brawley,92227,13,Imperial,Not Applicable,,Open,4/25/2006 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.95996,-115.5548,6774911.02190264,1929767.58565898
212,306134026,FRESENIUS MEDICAL CARE OF IMPERIAL COUNTY,80000704,Parent Facility,200 Wake Ave,El Centro,92243,13,Imperial,Not Applicable,,Open,5/7/2010 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.77069,-115.53453,6781600.95570122,1860946.00020531
213,306134031,FRESENIUS MEDICAL CARE CALEXICO DIALYSIS,80000707,Parent Facility,351 E Birch St,Calexico,92231,13,Imperial,Not Applicable,,Open,4/30/2014 12:00:00 AM,Clinic,Chronic Dialysis Clinic,32.6791831,-115.4938222,6794355.51188497,1827740.6988339
214,306134033,PLANNED PARENTHOOD - EL CENTRO,550003076,Parent Facility,1463 S 4th St,El Centro,92243,13,Imperial,Not Applicable,,Open,5/27/2015 12:00:00 AM,Clinic,Community Clinic,32.78039,-115.55235,6776099.67503713,1864438.11100323
215,306300163,MISSION VIEJO DIALYSIS,80000677,Parent Facility,27640 Marguerite Pkwy,Mission Viejo,92692,30,Orange,Not Applicable,,Open,3/1/1984 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.56216,-117.65823,6132688.98056188,2151069.8651664
216,306300232,SAN JUAN CAPISTRANO SOUTH DIALYSIS,80000680,Parent Facility,31736 Rancho Viejo Rd,San Juan Capistrano,92675,30,Orange,Not Applicable,,Open,7/16/1986 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.5026178,-117.6524795,6134149.19811389,2129382.25401415
217,306300433,FRESENIUS MEDICAL CARE SAN JUAN CAPISTRANO,550004595,Parent Facility,31001 Rancho Viejo Rd,San Juan Capistrano,92675,30,Orange,Not Applicable,,Open,3/21/2019 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.50982,-117.65975,6131968.48200288,2132032.59320164
218,306300596,KRISTINA SERGEYEVA FAMILY HEALTH CENTER,550005779,Parent Facility,27800 Medical Center Rd,Mission Viejo,92691,30,Orange,Not Applicable,,Open,11/12/2020 12:00:00 AM,Clinic,Community Clinic,33.56131,-117.66371,6131015.54722898,2150783.18726206
219,306300626,"SANO COMMUNITY HEALTH CENTER, INC.",550005974,Parent Facility,700 W 19th St,Costa Mesa,92627,30,Orange,Not Applicable,,Open,3/16/2021 12:00:00 AM,Clinic,Community Clinic,33.64382,-117.92803,6050986.02881064,2181996.96177664
220,306300667,FAMILIES TOGETHER OF ORANGE COUNTY - MOBILE CLINIC,550005902,Parent Facility,621 W 1st St,Tustin,92780,30,Orange,Not Applicable,,Open,12/18/2020 12:00:00 AM,Clinic,Community Clinic,33.746,-117.83052,6081223.05659105,2218711.28598565
221,306301235,"LAGUNA BEACH COMMUNITY CLINIC, INC",60000137,Parent Facility,362 3rd St,Laguna Beach,92651,30,Orange,Not Applicable,,Open,5/4/1973 12:00:00 AM,Clinic,Community Clinic,33.54388,-117.78087,6095234.75691405,2144945.45090607
222,306304013,SHARE OUR SELVES COMMUNITY HEALTH CENTER,60000232,Parent Facility,1550 Superior Ave,Costa Mesa,92627,30,Orange,Not Applicable,,Open,8/3/1987 12:00:00 AM,Clinic,Community Clinic,33.63299,-117.92669,6051330.43330555,2178050.03758389
223,306304093,AESTHETICARE OUTPATIENT SURGERY CENTER,60000321,Parent Facility,30260 Rancho Viejo Rd,San Juan Capistrano,92675,30,Orange,Not Applicable,,Open,4/3/1992 12:00:00 AM,Clinic,Surgical Clinic,33.52274,-117.66592,6130151.77828722,2136758.90067814
224,306304140,SANTA ANA DIALYSIS CENTER,80000689,Parent Facility,1820 E Deere Ave,Santa Ana,92705,30,Orange,Not Applicable,,Open,2/23/1993 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.70608,-117.85066,6074878.36816497,2204279.7662923
225,306304188,NEWPORT BEACH DIALYSIS,80000690,Parent Facility,3333 Pacific Coast Hwy,Newport Beach,92663,30,Orange,Not Applicable,,Open,7/28/1995 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.62122,-117.92699,6051170.24694614,2173769.14719556
226,306304231,SADDLEBACK DIALYSIS,80000693,Parent Facility,23141 PLAZA POINTE DR,LAGUNA HILLS,92653,30,Orange,Not Applicable,,Open,7/31/1997 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.626727,-117.723239,6113218.8990953,2174835.85995714
227,306304303,RAI - LAGUNA CANYON - IRVINE,80000765,Parent Facility,16255 Laguna Canyon Rd,Irvine,92618,30,Orange,Not Applicable,,Open,1/16/2003 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.6587,-117.7684,6099642.35177338,2186666.34613864
228,306304305,RAI - EAST FIRST STREET - TUSTIN,80000764,Parent Facility,535 E 1st St,Tustin,92780,30,Orange,Not Applicable,,Open,1/15/2003 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.74583,-117.81842,6084900.01117939,2218593.88858265
229,306304335,CAMINO HEALTH CENTER,60000060,Parent Facility,30300 CAMINO CAPISTRANO,SAN JUAN CAPISTRANO,92675,30,Orange,Not Applicable,,Open,11/18/2004 12:00:00 AM,Clinic,Community Clinic,33.52204,-117.66873,6129291.98440313,2136515.8529359
230,306304366,NEWPORT - MESA DIALYSIS SERVICES,550001175,Parent Facility,1175 Baker St,Costa Mesa,92626,30,Orange,Not Applicable,,Open,9/8/2009 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.6801071,-117.9064574,6057760.55036655,2195094.72167031
231,306304411,PLANNED PARENTHOOD/ORANGE AND SAN BERNARDINO CO,60000018,Parent Facility,26137 La Paz Rd,Mission Viejo,92691,30,Orange,Not Applicable,,Open,11/29/2007 12:00:00 AM,Clinic,Community Clinic,33.60039,-117.67359,6128200.16736105,2165043.23256081
232,306304416,FRESENIUS MEDICAL CARE MISSION VIEJO,550000668,Parent Facility,23681 VIA LINDA,MISSION VIEJO,92691,30,Orange,Not Applicable,,Open,2/8/2008 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.619362,-117.674627,6127978.75310571,2171950.47563607
233,306304423,HURTT FAMILY HEALTH CLINIC,60000772,Parent Facility,1 Hope Dr,Tustin,92782,30,Orange,Not Applicable,,Open,7/1/2008 12:00:00 AM,Clinic,Community Clinic,33.71489,-117.83342,6080169.66663747,2207405.22788915
234,306304431,HURTT FAMILY MOBILE CLINIC,60000873,Parent Facility,1 Hope Dr,Tustin,92782,30,Orange,Not Applicable,,Open,4/25/2008 12:00:00 AM,Clinic,Community Clinic,33.71469,-117.83216,6080551.68490231,2207326.64143215
235,306304482,HURTT PEDIATRIC MOBILE CLINIC,550001809,Parent Facility,1 Hope Dr,Tustin,92782,30,Orange,Not Applicable,,Open,12/7/2011 12:00:00 AM,Clinic,Community Clinic,33.71489,-117.83342,6080169.66663747,2207405.22788915
236,306304507,SATELLITE HEALTHCARE LAGUNA HILLS,550002012,Parent Facility,25251 Paseo de Alicia,Laguna Hills,92653,30,Orange,Not Applicable,,Open,5/16/2012 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.60146,-117.68959,6123333.99730338,2165499.43998173
237,306304523,LAGUNA HILLS DIALYSIS,550002167,Parent Facility,25332 Cabot Rd,Laguna Hills,92653,30,Orange,Not Applicable,,Open,12/20/2012 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.5934934,-117.6748281,6127788.90801297,2162539.07385522
238,306304546,NEWPORT SUPERIOR DIALYSIS,550002544,Parent Facility,510 Superior Ave,Newport Beach,92663,30,Orange,Not Applicable,,Open,12/26/2013 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.6298,-117.92987,6050343.90837573,2176904.97688189
239,306304551,PACIFIC SERVICES FOUNDATIONDS SERVE FOUNDATION,550002620,Parent Facility,17000 Red Hill Ave,Irvine,92614,30,Orange,Not Applicable,,Open,3/20/2014 12:00:00 AM,Clinic,Community Clinic,33.69926,-117.84951,6075190.00796163,2201792.95400873
240,306304556,PREGNANCY RESOURCE CENTER,550002835,Parent Facility,416 Avenida de la Estrella,San Clemente,92672,30,Orange,Not Applicable,,Open,10/8/2014 12:00:00 AM,Clinic,Community Clinic,33.42991,-117.61441,6145407.14738272,2102774.30919865
241,306304561,SOS CHILDREN AND FAMILY HEALTH CENTER,550002878,Parent Facility,307 Placentia Ave,Newport Beach,92663,30,Orange,Not Applicable,,Open,11/14/2014 12:00:00 AM,Clinic,Community Clinic,33.62627,-117.93104,6049967.10073039,2175626.37346798
242,306304576,FAMILIES TOGETHER OF ORANGE COUNTY,550003128,Parent Facility,661 W 1st St,Tustin,92780,30,Orange,Not Applicable,,Open,12/11/2015 12:00:00 AM,Clinic,Community Clinic,33.74578,-117.83125,6080999.9536908,2218634.60274006
243,306304581,BEACHSIDE BIRTH CENTER,550001884,Parent Facility,23141 Moulton Pkwy,Laguna Hills,92653,30,Orange,Not Applicable,,Open,12/31/2015 12:00:00 AM,Clinic,Alternative Birthing Center,33.6263,-117.73056,6110988.34286089,2174712.06328873
244,306304588,SOS BEAUCHAMP DENTAL,550003359,Parent Facility,307 Placentia Ave,Newport Beach,92663,30,Orange,Not Applicable,,Open,1/11/2016 12:00:00 AM,Clinic,Community Clinic,33.62627,-117.93104,6049967.10073039,2175626.37346798
245,306304607,TUSTIN RANCH DIALYSIS,550003434,Parent Facility,721 W 1st St,Tustin,92780,30,Orange,Not Applicable,,Open,3/16/2017 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.74577,-117.83189,6080805.36549731,2218633.91507739
246,306304608,FRIENDS OF FAMILY HEALTH CENTER,550003485,Parent Facility,13152 Newport Ave,Tustin,92780,30,Orange,Not Applicable,,Open,5/4/2017 12:00:00 AM,Clinic,Community Clinic,33.74743,-117.81261,6086674.73499213,2219149.53806189
247,306304613,CAMINO HEALTH CENTER - LAKE FOREST,550003921,Parent Facility,22481 Aspan St,Lake Forest,92630,30,Orange,Not Applicable,,Open,6/19/2017 12:00:00 AM,Clinic,Community Clinic,33.63578,-117.71265,6116488.1701158,2178084.39971989
248,306304624,NEWPORT IRVINE DIALYSIS,550003126,Parent Facility,4300 Von Karman Ave,Newport Beach,92660,30,Orange,Not Applicable,,Open,6/23/2017 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.66343,-117.86171,6071278.22280622,2188813.50949523
249,306330385,REDHAWK DIALYSIS,550004262,Parent Facility,44605 Avenida de Missiones,Temecula,92592,33,Riverside,Not Applicable,,Open,5/23/2018 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.47669,-117.11141,6299001.78999597,2118157.55960006
250,306330396,BIRTH CHOICE CENTERS MOBILE,550002785,Parent Facility,41750 Winchester Rd,Temecula,92590,33,Riverside,Not Applicable,,Open,10/24/2019 12:00:00 AM,Clinic,Free Clinic,33.51774,-117.16841,6281752.86812906,2133242.30928615
251,306330418,INDIO DIALYSIS,550004493,Parent Facility,82900 Avenue 42,Indio,92203,33,Riverside,Not Applicable,,Open,12/12/2018 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.74414,-116.21875,6571170.21547431,2214394.36581373
252,306330423,REFUGE PREGNANCY CENTER,550004540,Parent Facility,81557 Doctor Carreon Blvd,Indio,92201,33,Riverside,Not Applicable,,Open,1/2/2019 12:00:00 AM,Clinic,Free Clinic,33.70711,-116.24171,6564191.48008797,2200918.07025981
253,306330939,VCC: MOBILE VAN,550004110,Parent Facility,21641 Bundy Canyon Rd,Wildomar,92595,33,Riverside,Not Applicable,,Open,1/18/2018 12:00:00 AM,Clinic,Community Clinic,33.62685,-117.28086,6247873.40275164,2173263.58193372
254,306334002,RAI CORPORATE WAY - PALM DESERT,240000803,Parent Facility,41501 Corporate Way,Palm Desert,92260,33,Riverside,Not Applicable,,Open,3/12/1987 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.74672,-116.36237,6527510.95568013,2215350.19756348
255,306334003,"KIDNEY INSTITUTE OF THE DESERT, LLC",240000804,Parent Facility,81715 Doctor Carreon Blvd,Indio,92201,33,Riverside,Not Applicable,,Open,3/6/1987 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.70738,-116.23828,6565234.62727989,2201016.42111298
256,306334009,BARBARA SINATRA CHILDREN'S CENTER AT EISENHOWER,250000253,Parent Facility,39000 Bob Hope Dr,Rancho Mirage,92270,33,Riverside,Not Applicable,,Open,11/1/1987 12:00:00 AM,Clinic,Psychology Clinic,33.76418,-116.40808,6513625.23574822,2221721.84361281
257,306334104,TEMECULA DIALYSIS CENTER,240000807,Parent Facility,40945 County Center Dr,Temecula,92591,33,Riverside,Not Applicable,,Open,10/5/1993 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.52805,-117.16052,6284190.31929089,2136972.62597248
258,306334451,PLANNED PARENTHOOD-RANCHO MIRAGE CENTER,250000602,Parent Facility,71777 San Jacinto Dr,Rancho Mirage,92270,33,Riverside,Not Applicable,,Open,7/14/1995 12:00:00 AM,Clinic,Community Clinic,33.74363,-116.41218,6512367.49843431,2214245.69681972
259,306334490,KIDNEY INSTITUTE AT EMC LLC,240000813,Parent Facility,39000 Bob Hope Dr,Rancho Mirage,92270,33,Riverside,Not Applicable,,Open,2/24/1998 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.76462,-116.40807,6513628.51789388,2221881.95352881
260,306334519,LAKE ELSINORE DIALYSIS,240000841,Parent Facility,32291 Mission Trl,Lake Elsinore,92530,33,Riverside,Not Applicable,,Open,9/10/2002 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.652773,-117.2968444,6243102.57272638,2182744.57707931
261,306334523,RAI - MONROE - INDIO,240000842,Parent Facility,46767 Monroe St,Indio,92201,33,Riverside,Not Applicable,,Open,8/2/2002 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.70912,-116.23389,6566569.64659147,2201649.77056806
262,306334534,"CAL OAKS THERAPY CENTER, INC.",250000793,Parent Facility,40974 California Oaks Rd,Murrieta,92562,33,Riverside,Not Applicable,,Open,7/21/2003 12:00:00 AM,Clinic,Rehabilitation Clinic,33.56775,-117.20578,6270530.18224114,2151541.37701865
263,306334547,PLANNED PARENTHOOD - COACHELLA VALLEY,250000802,Parent Facility,49111 CA-111 S,Coachella,92236,33,Riverside,Not Applicable,,Open,6/18/2004 12:00:00 AM,Clinic,Community Clinic,33.69198,-116.18458,6581569.75668305,2195418.54648198
264,306334567,MECCA HEALTH CLINIC,550000089,Parent Facility,91275 66th Ave,Mecca,92254,33,Riverside,Not Applicable,,Open,11/3/2005 12:00:00 AM,Clinic,Community Clinic,33.5684003,-116.0743921,6615162.49822447,2150488.65274614
265,306334568,MECCA HEALTH CLINIC,250000612,Parent Facility,91275 66th Ave,Mecca,92254,33,Riverside,Not Applicable,,Open,11/15/2005 12:00:00 AM,Clinic,Community Clinic,33.5684003,-116.0743921,6615162.49822447,2150488.65274614
266,306334578,INDIO SURGERY CENTER INC.,550000265,Parent Facility,46900 Monroe St,Indio,92201,33,Riverside,Not Applicable,,Open,8/28/2006 12:00:00 AM,Clinic,Surgical Clinic,33.70784,-116.23384,6566584.92477614,2201183.99164398
267,306334585,"CENTRO MEDICO, OASIS",550000432,Parent Facility,88775 76th Ave,Thermal,92274,33,Riverside,Not Applicable,,Open,3/20/2007 12:00:00 AM,Clinic,Community Clinic,33.4989,-116.11723,6602145.78180389,2125179.89758947
268,306334614,THERAPY PROFESSIONALS,250000799,Parent Facility,25405 HANCOCK AVE,MURRIETA,92562,33,Riverside,Not Applicable,,Open,4/9/2008 12:00:00 AM,Clinic,Rehabilitation Clinic,33.5585098,-117.1858397,6276573.85289656,2148124.10662223
269,306334625,HEMET DIALYSIS CENTER,240000801,Parent Facility,3050 W Florida Ave,Hemet,92545,33,Riverside,Not Applicable,,Open,5/19/2011 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.74736,-117.00393,6332487.06718539,2216393.27356131
270,306334631,"LA QUINTA KIDNEY CENTER, LLC",550001444,Parent Facility,44000 Washington St,LA Quinta,92253,33,Riverside,Not Applicable,,Open,6/20/2011 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.732025,-116.3029615,6545567.79948764,2209988.44680406
271,306334648,BERMUDA DUNES DIALYSIS,550001918,Parent Facility,78030 Wildcat Dr,Palm Desert,92211,33,Riverside,Not Applicable,,Open,10/24/2012 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.76614,-116.30338,6545446.91357455,2222402.81600414
272,306334651,MURRIETA DIALYSIS CENTER,240000806,Parent Facility,27602 Clinton Keith Rd,Murrieta,92562,33,Riverside,Not Applicable,,Open,9/20/2012 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.5987814,-117.1778087,6279150.76736213,2162755.67315955
273,306334652,SUN CITY MENIFEE DIALYSIS,550002070,Parent Facility,1702 ILLINOIS AVE,PERRIS,92571,33,Riverside,Not Applicable,,Open,9/25/2012 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.7469589,-117.186862,6276878.57505614,2216698.19683598
274,306334656,CORONA DIALYSIS CENTER,240000805,Parent Facility,2057 Compton Ave,Corona,92881,33,Riverside,Not Applicable,,Open,5/11/2013 12:00:00 AM,Clinic,Chronic Dialysis Clinic,33.849534,-117.535978,6171217.68204764,2255153.79348107
275,306334661,ANZA INDIAN HEALTH CENTER,550002003,Parent Facility,39100 Contreras Rd,Anza,92539,33,Riverside,Not Applicable,,Open,11/19/2013 12:00:00 AM,Clinic,Community Clinic,33.55407,-116.67463,6432302.02109839,2145492.54692473
